,index,team,player,location
1511,2421,England,Jude Bellingham,"[26.7, 41.6]"
1512,2422,England,Philip Foden,"[82.9, 28.3]"
1513,2423,England,Harry Kane,"[93.2, 50.0]"
1514,2424,England,Harry Maguire,"[46.5, 38.2]"
1515,2425,England,Declan Rice,"[64.4, 46.6]"
1516,2426,England,Luke Shaw,"[67.6, 10.5]"
1517,2427,England,Philip Foden,"[80.9, 6.1]"
1518,2428,England,Harry Maguire,"[49.2, 17.7]"
1519,2429,England,John Stones,"[45.0, 51.5]"
1520,2430,England,Declan Rice,"[54.7, 45.5]"
1521,2431,England,John Stones,"[25.9, 64.8]"
1522,2432,England,Jordan Pickford,"[5.2, 38.3]"
1523,2435,England,Luke Shaw,"[34.9, 10.5]"
1524,2437,England,Harry Kane,"[60.9, 8.8]"
1525,2439,England,John Stones,"[55.4, 50.5]"
1526,2440,England,Kyle Walker,"[54.6, 63.2]"
1527,2441,England,Jordan Brian Henderson,"[63.5, 75.3]"
1528,2442,England,Bukayo Saka,"[80.1, 76.2]"
1529,2443,England,Kyle Walker,"[51.8, 76.4]"
1530,2444,England,Declan Rice,"[53.8, 71.5]"
1531,2445,England,John Stones,"[38.4, 44.7]"
1532,2446,England,Harry Maguire,"[32.7, 17.1]"
1533,2447,England,Declan Rice,"[44.8, 27.2]"
1534,2448,England,John Stones,"[34.9, 47.9]"
1535,2449,England,Jude Bellingham,"[58.7, 26.7]"
1536,2450,England,Harry Maguire,"[35.5, 18.8]"
1537,2451,England,Bukayo Saka,"[94.6, 55.3]"
1538,2452,England,Jordan Brian Henderson,"[106.7, 59.3]"
1539,2453,England,John Stones,"[68.7, 45.8]"
1540,2454,England,Luke Shaw,"[75.7, 24.6]"
1541,2455,England,Harry Maguire,"[47.6, 21.2]"
1542,2456,England,Jude Bellingham,"[113.7, 4.5]"
1543,2460,England,John Stones,"[57.5, 57.0]"
1544,2461,England,Harry Maguire,"[45.4, 41.5]"
1545,2462,England,Kyle Walker,"[45.4, 67.5]"
1546,2463,England,John Stones,"[40.2, 69.5]"
1547,2464,England,John Stones,"[39.2, 65.8]"
1548,2465,England,Declan Rice,"[48.6, 53.6]"
1549,2466,England,Declan Rice,"[57.7, 43.9]"
1550,2467,England,Luke Shaw,"[50.0, 13.0]"
1551,2468,England,Jude Bellingham,"[62.4, 22.9]"
1552,2470,England,Harry Kane,"[67.6, 45.3]"
1553,2471,England,Jude Bellingham,"[81.8, 29.3]"
1554,2477,England,Harry Maguire,"[10.1, 25.0]"
1555,2478,England,Luke Shaw,"[41.0, 4.5]"
1556,2479,England,Harry Maguire,"[15.9, 12.0]"
1557,2480,England,Jordan Pickford,"[6.2, 37.1]"
1558,2481,England,John Stones,"[21.1, 53.1]"
1559,2482,England,Kyle Walker,"[76.4, 77.4]"
1560,2483,England,Jordan Brian Henderson,"[82.4, 71.2]"
1561,2484,England,Declan Rice,"[75.1, 70.1]"
1562,2485,England,Harry Kane,"[90.7, 63.2]"
1563,2487,England,Luke Shaw,"[76.1, 39.2]"
1564,2488,England,John Stones,"[50.5, 54.1]"
1565,2489,England,Jordan Pickford,"[20.1, 42.4]"
1566,2490,England,John Stones,"[27.2, 62.0]"
1567,2491,England,Declan Rice,"[39.2, 62.3]"
1568,2492,England,Harry Maguire,"[34.9, 49.6]"
1569,2493,England,Luke Shaw,"[61.8, 8.8]"
1570,2494,England,Jude Bellingham,"[96.9, 4.1]"
1571,2495,England,Jude Bellingham,"[100.0, 11.0]"
1572,2496,England,Luke Shaw,"[99.7, 5.5]"
1573,2497,England,Philip Foden,"[107.2, 4.4]"
1574,2498,England,Harry Kane,"[98.0, 10.7]"
1575,2499,England,Luke Shaw,"[104.0, 20.4]"
1576,2500,England,Jude Bellingham,"[100.3, 15.5]"
1577,2501,England,Harry Kane,"[94.9, 21.5]"
1578,2502,England,Declan Rice,"[82.3, 34.2]"
1579,2503,England,Kyle Walker,"[71.9, 63.5]"
1580,2504,England,Bukayo Saka,"[95.7, 74.2]"
1581,2505,England,Kyle Walker,"[88.1, 74.2]"
1582,2506,England,Jordan Brian Henderson,"[101.4, 76.2]"
1583,2507,England,Bukayo Saka,"[90.7, 68.6]"
1584,2508,England,Harry Maguire,"[75.1, 36.2]"
1585,2509,England,Luke Shaw,"[94.0, 6.7]"
1586,2510,England,Philip Foden,"[90.8, 14.9]"
1587,2511,England,Luke Shaw,"[88.1, 10.7]"
1588,2512,England,Harry Maguire,"[72.5, 17.8]"
1589,2513,England,John Stones,"[45.0, 40.9]"
1590,2514,England,Jordan Pickford,"[14.1, 40.9]"
1591,2515,England,Philip Foden,"[74.6, 19.2]"
1592,2521,England,Harry Kane,"[82.9, 34.2]"
1593,2522,England,Bukayo Saka,"[96.2, 48.9]"
1594,2525,England,John Stones,"[52.8, 44.7]"
1595,2526,England,Luke Shaw,"[64.2, 16.0]"
1596,2527,England,Harry Kane,"[75.1, 25.5]"
1597,2528,England,Bukayo Saka,"[100.0, 68.7]"
1598,2529,England,Jordan Brian Henderson,"[114.5, 73.2]"
1599,2530,England,Kyle Walker,"[72.9, 75.9]"
1600,2531,England,John Stones,"[52.5, 60.2]"
1601,2532,England,Harry Maguire,"[59.0, 24.6]"
1602,2533,England,Luke Shaw,"[86.2, 6.1]"
1603,2534,England,Harry Kane,"[86.7, 13.0]"
1604,2545,England,Philip Foden,"[57.5, 23.6]"
1605,2546,England,Luke Shaw,"[48.3, 18.9]"
1606,2547,England,Harry Kane,"[67.1, 14.5]"
1607,2548,England,Philip Foden,"[83.4, 12.8]"
1608,2549,England,Philip Foden,"[93.2, 12.2]"
1609,2550,England,Declan Rice,"[80.3, 74.1]"
1610,2551,England,Jordan Brian Henderson,"[83.0, 77.4]"
1611,2552,England,Kyle Walker,"[66.4, 72.1]"
1612,2553,England,Declan Rice,"[72.5, 68.0]"
1613,2554,England,John Stones,"[52.5, 56.8]"
1614,2555,England,Harry Maguire,"[36.7, 31.0]"
1615,2556,England,Philip Foden,"[53.8, 5.5]"
1616,2557,England,Harry Maguire,"[14.4, 8.4]"
1617,2558,England,Jordan Pickford,"[6.0, 38.9]"
1618,2559,England,John Stones,"[21.1, 56.3]"
1619,2560,England,Declan Rice,"[27.1, 44.4]"
1620,2561,England,Harry Kane,"[47.1, 43.7]"
1621,2562,England,Jordan Brian Henderson,"[88.7, 74.7]"
1622,2563,England,Kyle Walker,"[103.5, 72.1]"
1623,2571,England,Jude Bellingham,"[70.8, 6.7]"
1624,2573,England,Harry Kane,"[57.5, 27.6]"
1625,2574,England,Harry Kane,"[63.5, 30.5]"
1626,2575,England,Philip Foden,"[81.8, 24.0]"
1627,2579,England,Jordan Brian Henderson,"[65.9, 51.5]"
1628,2580,England,Kyle Walker,"[52.6, 62.6]"
1629,2581,England,John Stones,"[33.8, 58.5]"
1630,2582,England,Jordan Pickford,"[10.4, 38.2]"
1631,2585,England,Bukayo Saka,"[35.6, 47.6]"
1632,2586,England,Jordan Brian Henderson,"[43.1, 71.2]"
1633,2587,England,Jude Bellingham,"[67.6, 65.7]"
1634,2588,England,Kyle Walker,"[47.4, 70.1]"
1635,2589,England,Declan Rice,"[47.6, 65.7]"
1636,2590,England,John Stones,"[41.0, 48.9]"
1637,2591,England,Kyle Walker,"[47.1, 64.8]"
1638,2592,England,Jordan Brian Henderson,"[56.6, 74.8]"
1639,2593,England,Kyle Walker,"[36.6, 73.2]"
1640,2594,England,John Stones,"[26.5, 43.7]"
1641,2595,England,Harry Maguire,"[34.9, 17.7]"
1642,2596,England,Philip Foden,"[59.2, 17.7]"
1643,2597,England,Jude Bellingham,"[62.7, 28.8]"
1644,2598,England,Luke Shaw,"[68.5, 4.5]"
1645,2599,England,Jude Bellingham,"[60.9, 19.8]"
1646,2600,England,Harry Maguire,"[45.0, 13.0]"
1647,2601,England,John Stones,"[46.5, 51.6]"
1648,2602,England,Bukayo Saka,"[76.1, 75.3]"
1649,2603,England,Jordan Brian Henderson,"[78.7, 60.5]"
1650,2604,England,Kyle Walker,"[77.5, 52.1]"
1651,2608,England,Jordan Pickford,"[9.5, 35.9]"
1652,2609,England,Luke Shaw,"[43.3, 7.3]"
1653,2610,England,Jude Bellingham,"[51.8, 18.8]"
1654,2611,England,Harry Maguire,"[29.2, 12.8]"
1655,2612,England,John Stones,"[27.2, 58.2]"
1656,2613,England,Jordan Brian Henderson,"[48.3, 59.6]"
1657,2614,England,John Stones,"[34.9, 60.5]"
1658,2615,England,Jordan Brian Henderson,"[44.8, 68.4]"
1659,2616,England,John Stones,"[35.5, 52.1]"
1660,2617,England,Jordan Brian Henderson,"[37.0, 71.2]"
1661,2618,England,Jordan Pickford,"[18.8, 48.7]"
1662,2619,England,Kyle Walker,"[43.3, 73.2]"
1663,2620,England,John Stones,"[32.3, 63.7]"
1664,2621,England,Declan Rice,"[39.8, 62.6]"
1665,2622,England,Kyle Walker,"[39.8, 76.2]"
1666,2623,England,Marcus Rashford,"[52.5, 68.0]"
1667,2624,England,Declan Rice,"[46.5, 64.8]"
1668,2625,England,Marcus Rashford,"[61.3, 72.9]"
1669,2626,England,Jordan Brian Henderson,"[62.4, 64.6]"
1670,2627,England,Declan Rice,"[51.8, 44.7]"
1671,2628,England,Harry Maguire,"[45.3, 25.3]"
1672,2629,England,Kyle Walker,"[47.4, 62.0]"
1673,2630,England,John Stones,"[45.9, 48.9]"
1674,2631,England,Jordan Brian Henderson,"[61.3, 52.5]"
1675,2632,England,Kyle Walker,"[47.1, 62.5]"
1676,2633,England,John Stones,"[41.6, 50.4]"
1677,2634,England,Harry Maguire,"[35.6, 28.4]"
1678,2635,England,Jordan Pickford,"[12.7, 27.8]"
1679,2639,England,Jordan Pickford,"[14.6, 31.6]"
1680,2649,England,Jordan Brian Henderson,"[33.2, 65.7]"
1681,2650,England,John Stones,"[20.5, 68.4]"
1682,2651,England,Declan Rice,"[33.4, 58.8]"
1683,2652,England,Jordan Pickford,"[10.6, 47.9]"
1684,2653,England,Harry Maguire,"[19.0, 24.3]"
1685,2654,England,John Stones,"[15.9, 53.1]"
1686,2655,England,Kyle Walker,"[31.5, 74.8]"
1687,2656,England,John Stones,"[17.9, 57.0]"
1688,2657,England,Jordan Brian Henderson,"[58.6, 69.0]"
1689,2658,England,Marcus Rashford,"[71.2, 76.4]"
1690,2659,England,Jordan Brian Henderson,"[90.8, 74.7]"
1691,2675,England,Jack Grealish,"[20.6, 8.1]"
1692,2676,England,Declan Rice,"[20.1, 22.3]"
1693,2678,England,John Stones,"[12.9, 76.7]"
1694,2682,England,John Stones,"[56.3, 77.7]"
1695,2683,England,Harry Maguire,"[48.3, 51.2]"
1696,2684,England,Luke Shaw,"[45.9, 31.0]"
1697,2685,England,Jack Grealish,"[57.2, 6.4]"
1698,2686,England,Marcus Rashford,"[76.0, 75.3]"
1699,2687,England,Kyle Walker,"[63.0, 74.6]"
1700,2688,England,Declan Rice,"[55.8, 67.6]"
1701,2689,England,Kyle Walker,"[57.0, 76.5]"
1702,2690,England,Jordan Pickford,"[11.0, 44.7]"
1703,2691,England,Luke Shaw,"[48.8, 6.1]"
1704,2692,England,Harry Kane,"[69.3, 14.8]"
1705,2693,England,Jack Grealish,"[72.2, 5.4]"
1706,2695,England,Jordan Pickford,"[28.1, 66.6]"
1707,2698,England,Jordan Brian Henderson,"[29.8, 55.3]"
1708,2705,England,Declan Rice,"[49.7, 53.6]"
1709,2706,England,Jack Grealish,"[59.4, 37.5]"
1710,2707,England,Kyle Walker,"[49.7, 74.8]"
1711,2708,England,Jordan Brian Henderson,"[51.9, 67.8]"
1712,2709,England,Marcus Rashford,"[102.0, 69.7]"
1713,2712,England,Jordan Brian Henderson,"[74.8, 26.6]"
1714,2713,England,Declan Rice,"[71.2, 20.1]"
1715,2714,England,Jack Grealish,"[88.0, 4.9]"
1716,2715,England,Luke Shaw,"[75.8, 8.1]"
1717,2716,England,Declan Rice,"[69.0, 11.4]"
1718,2717,England,Harry Maguire,"[52.6, 21.6]"
1719,2718,England,Kyle Walker,"[62.8, 53.6]"
1720,2719,England,Jordan Brian Henderson,"[61.8, 49.3]"
1721,2720,England,Kyle Walker,"[62.3, 59.6]"
1722,2721,England,Eric Dier,"[46.6, 59.6]"
1723,2722,England,Declan Rice,"[53.8, 45.6]"
1724,2723,England,Jordan Brian Henderson,"[57.2, 54.6]"
1725,2724,England,Eric Dier,"[41.8, 51.2]"
1726,2725,England,Harry Maguire,"[43.7, 30.5]"
1727,2726,England,Eric Dier,"[39.9, 55.3]"
1728,2729,England,Marcus Rashford,"[69.0, 68.3]"
1729,2730,England,Kyle Walker,"[57.0, 74.3]"
1730,2731,England,Declan Rice,"[57.7, 63.5]"
1731,2732,England,Luke Shaw,"[68.8, 25.4]"
1732,2733,England,Jack Grealish,"[81.5, 4.0]"
1733,2734,England,Luke Shaw,"[79.9, 15.3]"
1734,2735,England,Jack Grealish,"[91.4, 5.4]"
1735,2736,England,Kyle Walker,"[52.2, 74.8]"
1736,2737,England,Eric Dier,"[31.0, 72.6]"
1737,2738,England,Jordan Pickford,"[11.0, 36.5]"
1738,2739,England,Jack Grealish,"[88.3, 7.8]"
1739,2747,England,Marcus Rashford,"[79.4, 72.6]"
1740,2762,England,Marcus Rashford,"[95.3, 73.4]"
1741,2764,England,Jordan Pickford,"[22.0, 54.8]"
1742,2775,England,Jack Grealish,"[82.3, 34.1]"
1743,2776,England,Harry Kane,"[97.4, 58.2]"
1744,2784,England,Jordan Pickford,"[4.5, 41.3]"
1745,2785,England,Declan Rice,"[33.1, 9.0]"
1746,2786,England,Jack Grealish,"[37.9, 44.2]"
1747,2787,England,Eric Dier,"[22.8, 52.4]"
1748,2788,England,Kyle Walker,"[30.5, 64.4]"
1749,2789,England,Harry Kane,"[48.1, 76.7]"
1750,2790,England,Kyle Walker,"[35.1, 73.4]"
1751,2791,England,Eric Dier,"[13.9, 65.4]"
1752,2792,England,Jordan Pickford,"[9.8, 37.7]"
1753,2793,England,Eric Dier,"[10.7, 58.7]"
1754,2794,England,Declan Rice,"[17.7, 52.2]"
1755,2795,England,Kyle Walker,"[33.8, 74.8]"
1756,2796,England,Declan Rice,"[53.4, 77.7]"
1757,2798,England,Eric Dier,"[40.8, 60.3]"
1758,2799,England,Kyle Walker,"[38.7, 77.9]"
1759,2800,England,Kalvin Phillips,"[37.2, 71.7]"
1760,2810,England,Kyle Walker,"[46.1, 77.0]"
1761,2811,England,Kyle Walker,"[44.2, 77.7]"
1762,2812,England,Eric Dier,"[18.9, 71.7]"
1763,2813,England,Jordan Pickford,"[11.0, 48.8]"
1764,2814,England,Marcus Rashford,"[68.1, 72.9]"
1765,2815,England,Kyle Walker,"[51.0, 73.4]"
1766,2816,England,Declan Rice,"[35.5, 69.3]"
1767,2817,England,Kyle Walker,"[35.5, 77.4]"
1768,2818,England,Eric Dier,"[11.7, 77.0]"
1769,2820,England,Kalvin Phillips,"[73.1, 56.7]"
1770,2821,England,Jack Grealish,"[92.4, 25.9]"
1771,2822,England,Luke Shaw,"[115.5, 22.5]"
1772,2830,England,Jack Grealish,"[29.0, 33.4]"
1773,2840,England,Harry Kane,"[74.0, 35.4]"
1774,2841,England,Harry Kane,"[76.1, 34.9]"
1775,2842,England,Jude Bellingham,"[71.1, 27.7]"
1776,2843,England,Harry Maguire,"[39.3, 18.6]"
1777,2844,England,Luke Shaw,"[39.0, 3.1]"
1778,2846,England,Philip Foden,"[20.0, 6.3]"
1779,2847,England,Kyle Walker,"[22.7, 73.0]"
1780,2848,England,Jordan Brian Henderson,"[38.8, 69.6]"
1781,2851,England,Luke Shaw,"[55.9, 4.8]"
1782,2852,England,Jordan Brian Henderson,"[74.2, 21.4]"
1783,2857,England,Harry Maguire,"[22.7, 23.4]"
1784,2871,England,Jude Bellingham,"[70.1, 48.9]"
1785,2874,England,Philip Foden,"[74.9, 27.9]"
1786,2877,England,Declan Rice,"[94.2, 21.9]"
1787,2878,England,Bukayo Saka,"[104.3, 59.7]"
1788,2892,England,John Stones,"[65.3, 73.2]"
1789,2893,England,Jude Bellingham,"[71.3, 67.7]"
1790,2899,England,Jude Bellingham,"[105.0, 3.6]"
1791,2906,England,Harry Maguire,"[25.5, 1.2]"
1792,2909,England,Kyle Walker,"[60.0, 54.7]"
1793,2910,England,Bukayo Saka,"[49.6, 64.8]"
1794,2912,England,Jude Bellingham,"[93.5, 3.6]"
1795,2913,England,Philip Foden,"[81.4, 7.7]"
1796,2914,England,Jude Bellingham,"[76.4, 12.8]"
1797,2916,England,Kyle Walker,"[13.5, 66.2]"
1798,2921,England,Jude Bellingham,"[55.9, 39.0]"
1799,2931,England,Philip Foden,"[21.8, 5.3]"
1800,2932,England,Jordan Brian Henderson,"[102.8, 56.1]"
1801,2933,England,Luke Shaw,"[57.7, 8.3]"
1802,2934,England,Kyle Walker,"[13.4, 64.4]"
1803,2937,England,Luke Shaw,"[70.1, 9.7]"
1804,2938,England,Kyle Walker,"[5.0, 74.5]"
1805,2943,England,Philip Foden,"[87.8, 16.0]"
1806,2946,England,Kyle Walker,"[73.8, 68.1]"
1807,2947,England,Kyle Walker,"[56.6, 77.1]"
1808,2948,England,Declan Rice,"[20.0, 22.1]"
1809,2950,England,Harry Maguire,"[10.6, 56.5]"
1810,2951,England,Declan Rice,"[51.6, 53.4]"
1811,2953,England,Jude Bellingham,"[109.1, 70.5]"
1812,2959,England,Bukayo Saka,"[37.1, 76.6]"
1813,2960,England,Bukayo Saka,"[25.5, 74.5]"
1814,2966,England,Jordan Brian Henderson,"[48.2, 17.2]"
1815,2967,England,Luke Shaw,"[35.9, 11.0]"
1816,2968,England,Luke Shaw,"[28.5, 7.1]"
1817,2970,England,Philip Foden,"[84.5, 35.3]"
1818,2976,England,Jude Bellingham,"[106.7, 11.0]"
1819,2977,England,Bukayo Saka,"[91.7, 75.1]"
1820,2990,England,Jordan Brian Henderson,"[93.4, 65.2]"
1821,2991,England,Philip Foden,"[82.9, 12.3]"
1822,2992,England,Jude Bellingham,"[74.6, 8.8]"
1823,2993,England,Declan Rice,"[62.7, 16.2]"
1824,2995,England,Kyle Walker,"[63.0, 74.8]"
1825,2996,England,Harry Maguire,"[48.6, 51.0]"
1826,3001,England,Philip Foden,"[107.3, 40.0]"
1827,3004,England,Jude Bellingham,"[95.1, 4.5]"
1828,3006,England,Jordan Brian Henderson,"[44.8, 21.8]"
1829,3007,England,Luke Shaw,"[51.5, 16.8]"
1830,3010,England,Jude Bellingham,"[29.5, 24.0]"
1831,3014,England,Jordan Brian Henderson,"[89.6, 39.4]"
1832,3015,England,Jordan Brian Henderson,"[98.9, 23.6]"
1833,3022,England,Harry Kane,"[91.3, 11.0]"
1834,3023,England,Jack Grealish,"[35.3, 36.0]"
1835,3024,England,Jude Bellingham,"[33.2, 38.9]"
1836,3025,England,Harry Kane,"[46.0, 47.6]"
1837,3027,England,Kyle Walker,"[52.6, 76.7]"
1838,3031,England,Declan Rice,"[37.0, 63.2]"
1839,3032,England,John Stones,"[33.8, 57.7]"
1840,3033,England,Jack Grealish,"[37.7, 33.4]"
1841,3039,England,Eric Dier,"[70.9, 75.8]"
1842,3040,England,Eric Dier,"[48.3, 69.5]"
1843,3042,England,Luke Shaw,"[79.1, 8.3]"
1844,3044,England,Mason Mount,"[71.4, 31.7]"
1845,3045,England,Jack Grealish,"[96.5, 8.3]"
1846,3046,England,Jack Grealish,"[111.7, 24.5]"
1847,3047,England,Jack Grealish,"[68.8, 13.1]"
1848,3048,England,Marcus Rashford,"[71.9, 78.0]"
1849,3049,England,Kalvin Phillips,"[69.0, 77.4]"
1850,3050,England,Declan Rice,"[64.7, 45.4]"
1851,3051,England,Kalvin Phillips,"[43.2, 20.6]"
1852,3052,England,Marcus Rashford,"[98.2, 51.2]"
1853,3053,England,Harry Maguire,"[66.4, 42.5]"
1854,3054,England,Jack Grealish,"[74.1, 11.0]"
1855,3055,England,Kalvin Phillips,"[78.4, 59.9]"
1856,3056,England,Mason Mount,"[93.3, 59.9]"
1857,3057,England,Declan Rice,"[74.1, 58.2]"
1858,3058,England,Mason Mount,"[88.3, 56.5]"
1859,3059,England,Jack Grealish,"[22.8, 18.2]"
1860,3060,England,Declan Rice,"[23.5, 25.9]"
1861,3063,England,Kalvin Phillips,"[75.0, 77.7]"
1862,3064,England,Mason Mount,"[69.7, 15.1]"
1863,3066,England,Harry Kane,"[77.5, 52.2]"
1864,3069,England,Mason Mount,"[61.1, 56.2]"
1865,3070,England,Luke Shaw,"[10.0, 11.0]"
1866,3071,England,Jack Grealish,"[17.5, 6.1]"
1867,3073,England,Marcus Rashford,"[44.7, 30.2]"
1868,3074,England,Harry Kane,"[78.3, 35.4]"
1869,3075,England,John Stones,"[13.7, 25.5]"
1870,3077,England,Kyle Walker,"[13.4, 77.7]"
1871,3078,England,Kyle Walker,"[63.2, 76.6]"
1872,3079,England,Philip Foden,"[82.4, 13.0]"
1873,3083,England,Kalvin Phillips,"[73.8, 77.7]"
1874,3086,England,Jude Bellingham,"[84.6, 2.4]"
1875,3089,England,Jude Bellingham,"[97.6, 25.3]"
1876,3090,England,Harry Kane,"[82.9, 60.9]"
1877,3093,England,Jude Bellingham,"[116.2, 18.9]"
1878,3095,England,Kyle Walker,"[97.8, 75.1]"
1879,3098,England,Harry Kane,"[78.6, 17.8]"
1880,3099,England,Philip Foden,"[93.2, 12.2]"
1881,3100,England,Harry Kane,"[63.5, 30.5]"
1882,3101,England,Declan Rice,"[53.1, 77.7]"
1883,3103,England,Kyle Walker,"[44.2, 77.7]"
1884,3107,England,Philip Foden,"[73.2, 30.6]"
1885,3108,England,Harry Kane,"[102.4, 31.8]"
1886,3112,England,Jordan Brian Henderson,"[63.0, 77.1]"
1887,3116,England,Kyle Walker,"[1.7, 61.7]"
1888,3119,England,Declan Rice,"[57.1, 48.4]"
1889,3120,England,Jude Bellingham,"[93.4, 38.0]"
1890,3121,England,Jude Bellingham,"[102.1, 3.0]"
1891,3126,England,Jack Grealish,"[64.2, 28.5]"
1892,3128,England,Jack Grealish,"[93.6, 7.8]"
1893,3129,England,Harry Maguire,"[43.9, 13.5]"
1894,3131,England,Harry Maguire,"[12.1, 26.7]"
1895,3132,England,Harry Kane,"[57.8, 67.7]"
1896,3134,England,Jude Bellingham,"[78.3, 23.6]"
1897,3135,England,Harry Maguire,"[111.8, 40.7]"
1898,3138,England,Bukayo Saka,"[111.1, 52.0]"
1899,3140,England,Jude Bellingham,"[74.2, 71.1]"
1900,3143,England,Jordan Brian Henderson,"[65.3, 73.8]"
1901,3145,England,Harry Kane,"[97.6, 23.6]"
1902,3146,England,Harry Maguire,"[21.5, 1.4]"
1903,3147,England,Bukayo Saka,"[43.6, 64.8]"
1904,3148,England,Jude Bellingham,"[88.9, 2.4]"
1905,3150,England,Harry Kane,"[65.3, 51.6]"
1906,3151,England,Jordan Brian Henderson,"[79.3, 75.7]"
1907,3152,England,Philip Foden,"[93.6, 13.5]"
1908,3153,England,Jude Bellingham,"[92.9, 14.9]"
1909,3154,England,Kyle Walker,"[38.8, 70.8]"
1910,3155,England,Philip Foden,"[86.3, 15.3]"
1911,3158,England,Harry Maguire,"[112.7, 32.9]"
1912,3159,England,Harry Kane,"[85.9, 69.8]"
1913,3161,England,Luke Shaw,"[48.3, 8.8]"
1914,3162,England,Luke Shaw,"[34.9, 10.5]"
1915,3163,England,Harry Kane,"[54.7, 14.6]"
1916,3166,England,Bukayo Saka,"[68.7, 47.9]"
1917,3170,England,Jude Bellingham,"[71.2, 6.2]"
1918,3171,England,Declan Rice,"[64.4, 17.8]"
1919,3172,England,Harry Maguire,"[45.0, 52.7]"
1920,3174,England,Jordan Brian Henderson,"[39.5, 27.3]"
1921,3176,England,Harry Kane,"[80.7, 16.2]"
1922,3177,England,Marcus Rashford,"[92.4, 76.2]"
1923,3178,England,Marcus Rashford,"[59.1, 74.8]"
1924,3179,England,Jack Grealish,"[37.2, 33.6]"
1925,3183,England,Eric Dier,"[56.0, 69.7]"
1926,3187,England,Kalvin Phillips,"[58.9, 48.5]"
1927,3188,England,Harry Kane,"[84.9, 72.9]"
1928,3189,England,Jack Grealish,"[11.0, 9.5]"
1929,3190,England,Declan Rice,"[46.7, 18.6]"
1930,3193,England,Philip Foden,"[66.7, 34.7]"
1931,3195,England,Jude Bellingham,"[56.9, 9.6]"
1932,3196,England,Kyle Walker,"[51.3, 72.3]"
1933,3197,England,Luke Shaw,"[71.8, 8.4]"
1934,3198,England,Declan Rice,"[8.0, 55.9]"
1935,3200,England,Kyle Walker,"[2.4, 59.5]"
1936,3202,England,Kyle Walker,"[44.3, 60.2]"
1937,3203,England,Declan Rice,"[38.1, 20.2]"
1938,3207,England,John Stones,"[52.8, 44.7]"
1939,3208,England,Jude Bellingham,"[45.4, 59.6]"
1940,3209,England,Declan Rice,"[73.7, 5.6]"
1941,3210,England,Jack Grealish,"[24.5, 11.2]"
1942,3211,England,Harry Maguire,"[64.7, 43.2]"
1943,3213,England,Kyle Walker,"[18.0, 67.6]"
1944,3214,England,Jordan Brian Henderson,"[84.6, 14.7]"
1945,3215,England,Jordan Pickford,"[8.4, 51.1]"
1946,3217,England,Jordan Pickford,"[2.7, 35.9]"
1947,3218,England,Jordan Pickford,"[17.8, 5.8]"
1948,3222,England,Jordan Pickford,"[13.0, 28.9]"
1949,3223,England,Bukayo Saka,"[106.5, 73.0]"
1950,3224,England,Harry Maguire,"[30.6, 28.4]"
1951,3225,England,Jude Bellingham,"[95.6, 27.9]"
1952,3226,England,Jude Bellingham,"[93.2, 14.7]"
1953,3228,England,Harry Maguire,"[62.4, 3.9]"
1954,3230,England,Bukayo Saka,"[78.3, 66.2]"
1955,3231,England,Harry Maguire,"[32.1, 11.6]"
1956,3233,England,Jude Bellingham,"[86.3, 4.6]"
1957,3234,England,Declan Rice,"[20.0, 14.7]"
1958,3236,England,Declan Rice,"[31.6, 56.6]"
1959,3240,England,Harry Maguire,"[39.8, 18.8]"
1960,3243,England,Bukayo Saka,"[1.2, 58.3]"
1961,3244,England,Luke Shaw,"[77.9, 5.0]"
1962,3251,England,Jude Bellingham,"[26.7, 41.6]"
1963,3254,England,John Stones,"[55.4, 50.5]"
1964,3255,England,John Stones,"[68.7, 45.8]"
1965,3256,England,John Stones,"[57.5, 57.0]"
1966,3257,England,Declan Rice,"[57.7, 43.9]"
1967,3258,England,Harry Kane,"[67.6, 45.3]"
1968,3260,England,Jude Bellingham,"[100.3, 15.5]"
1969,3261,England,Harry Kane,"[94.9, 21.5]"
1970,3264,England,Harry Kane,"[82.9, 34.2]"
1971,3265,England,Kyle Walker,"[72.9, 75.9]"
1972,3268,England,Philip Foden,"[83.4, 12.8]"
1973,3269,England,Jude Bellingham,"[70.8, 6.7]"
1974,3271,England,Bukayo Saka,"[35.6, 47.6]"
1975,3272,England,Jordan Pickford,"[14.6, 31.6]"
1976,3275,England,Jack Grealish,"[20.6, 8.1]"
1977,3279,England,Marcus Rashford,"[69.0, 68.3]"
1978,3280,England,Jordan Pickford,"[22.0, 54.8]"
1979,3282,England,Jack Grealish,"[82.3, 34.1]"
1980,3284,England,Jack Grealish,"[21.8, 6.9]"
1981,3290,England,Jude Bellingham,"[76.1, 7.2]"
1982,3291,England,Jude Bellingham,"[108.2, 3.4]"
1983,3296,England,Kyle Walker,"[40.7, 74.0]"
1984,3297,England,John Stones,"[10.7, 37.6]"
1985,3300,England,Luke Shaw,"[17.7, 15.3]"
1986,3301,England,Harry Kane,"[88.4, 15.5]"
1987,3302,England,Bukayo Saka,"[12.9, 64.6]"
1988,3304,England,Jordan Brian Henderson,"[55.7, 58.6]"
1989,3308,England,Kyle Walker,"[8.0, 60.7]"
1990,3312,England,Jude Bellingham,"[68.5, 62.6]"
1991,3316,England,Jordan Brian Henderson,"[29.4, 43.7]"
